movie_name,rating,genres,tweet
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@HardDriveMag Well, considering Western audiences managed to understand Inception and Interstellar, I'm sure they'll be able to follow the plot of a Mario movie sequel."
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",just rewatched inception and my one take from that movie is arthur and eames are in love
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@__steele @nathangloverAUS Nice, exactly what I was looking for to  update Inception movie script but for the cloud"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@OdsRasheed @BradleyCarl256 @XNanto @KaineticEric @Movie_addictt_ @cinemaUGApp @karmajulio1 @MrTenderi Inception🤣
The Matrix,8.7,"Action,Sci-Fi",@GoldBlooded79 The Matrix as a stand alone movie. JW as a franchise
The Matrix,8.7,"Action,Sci-Fi","The best movie *BY FAR* is ""The Matrix,"" while the best overall franchise is John Wick.

""The Matrix"" should've been left as a standalone work. https://t.co/Pu0KqA9dSO"
The Matrix,8.7,"Action,Sci-Fi",@GoldBlooded79 The Matrix (1st movie) is better than the whole John Wick franchise.
The Matrix,8.7,"Action,Sci-Fi","@GoldBlooded79 Matrix is the best movie, but I hated the sequels. John Wick has the best sequels. 🤷🏼‍♀️"
The Matrix,8.7,"Action,Sci-Fi","Blazing Saddles is trending.  I had that movie on VHS.

It was the very first movie (along with The Matrix) that I bought when I got a DVD player for Christmas.

It then became the first Blu-ray I bought.

THEN it became my first purchase on iTunes.

It's always on my iPad Pro."
The Matrix,8.7,"Action,Sci-Fi","@GoldBlooded79 I think the first Matrix movie was good. The other 2 not so much. Don't even wanna watch the 4th.

So I'm definitely going with John Wick. Loved the first 3 and will watch 4 soon, and 5 when it comes out."
The Matrix,8.7,"Action,Sci-Fi","@DrPopCultureBG Matrix of Leadership from ""Transformers: The Movie"", Broadcast Energy Transmitter from ""GI Joe: The Movie"", ATAC from ""For Your Eyes Only""."
The Matrix,8.7,"Action,Sci-Fi","""the movie the matrix featuring cats""
https://t.co/133jYpkaL2 https://t.co/1WtOhJy5vy"
The Matrix,8.7,"Action,Sci-Fi",@GoldBlooded79 The Matrix was the best movie. John Wick is the best franchise.
The Matrix,8.7,"Action,Sci-Fi","Equilibrium was a much better movie than the matrix and it came out the same year. Fuck you all, Christian Bale is great in that."
The Matrix,8.7,"Action,Sci-Fi","John Wick

In all seriousness The Matrix franchise only has ONE great movie 🤷🏾‍♂️ https://t.co/7GYeqlkxlN"
The Matrix,8.7,"Action,Sci-Fi",@mrbillding @DailyLoud The matrix was always meant as an allegory for being transgender. Sorry youre favourite movie is about trans people 🤷
The Matrix,8.7,"Action,Sci-Fi","@TruthHunter1234 @WallStreetSilv @deNutrients It's a bit overdone at this point, based on all the memes floatin around but refer to the movie the Matrix; a lot of people aren't ready to be unplugged and some are so deep into the system they don't know life without it."
The Matrix,8.7,"Action,Sci-Fi",I realized my first memory of seeing a movie was probably The Matrix.
The Matrix,8.7,"Action,Sci-Fi","@GoldBlooded79 There’s 4 good John Wick movies, and only 1 good Matrix movie, though that one good Matrix movie is the best among the 8. Pretty simple, though. John Wick."
The Matrix,8.7,"Action,Sci-Fi","@Peebs_n_Jams @bigfatbot35 I’m G1? Not really. It’s a bit convoluted due to the divergence from David Wise’s script to Sunbow’s interpretation but, in War Dawn, both Orion Pax and Ariel are just rebuilt by Alpha Trion. There’s no mention of the matrix until the 86 movie. Elita and Optimus are the same."
The Matrix,8.7,"Action,Sci-Fi",@MaxKriegerVG this was still the late 2000s so i wouldn't be surprised if the influence on the green matrix filter was still around. trying to add to the action movie/cinematic feel
The Matrix,8.7,"Action,Sci-Fi",@GoldBlooded79 The Matrix is a better movie than John Wick. John Wick is a better franchise than The Matrix.
The Matrix,8.7,"Action,Sci-Fi",@GoldBlooded79 Matrix is the movie of all but Wick is a better franchise. The later matrix films sucked.
The Matrix,8.7,"Action,Sci-Fi","@GoldBlooded79 That’s a great question… The Matrix is my all time favorite movie but I wasn’t a fan of the sequels, but all of the John Wick sequels are as good as the original so I’d have to give Wick the best “franchise”."
The Matrix,8.7,"Action,Sci-Fi","Youth pastor vibes:
Hey kids! I just saw this movie ""The Matrix"" about how one man helps the world open their eyes and resist a world of darkness.   I know of another guy,  a friend of mine.."
The Matrix,8.7,"Action,Sci-Fi","@GoldBlooded79 Best movie:
The Matrix. 

Best series:
John Wick."
The Matrix,8.7,"Action,Sci-Fi","The Matrix is the greatest sci-fi movie of all time. Right below that is Interstellar. Inception should also make the Top 10 list. 
#scifimovies"
The Matrix,8.7,"Action,Sci-Fi","""DON'T ALLOW THE PLAN TO DISTRACT YOU FROM THE MAIN OBJECTIVE: RETURN TO YOURSELF.""

""THE PLAN"" is a live action movie to help shake up the normies to wake up from THE MATRIX... If you are awakened, don't fall for it, it's all propaganda from the media. Not real!
A distraction! https://t.co/hBmk9mxo3J"
The Matrix,8.7,"Action,Sci-Fi","Black mask with jet li,hitman, the one with the crocodiles with dude from drum line in Africa,Deadpool both of em, Lego movie, all the rugrat movies,shrek, Austin powers, Harry Potter, the Colombus short movie when they stole the armored truck. Matrix https://t.co/pnKoool3PG"
The Matrix,8.7,"Action,Sci-Fi",@TheNYSaint @cheesesnacker @VFDGoblin @mrbillding @DailyLoud @BuckAngel that is true and the story can definitely be retroactively applied to trans identity. that doesn’t mean the movie was about it tho. it’s a bit reductive to say the matrix is just a story about trans people. it’s about everyone. it impacts every piece of the postmodern world.
The Matrix,8.7,"Action,Sci-Fi","@RadioFreeTom Anyone see any futuristic post apocalyptic movie? Terminator? The Matrix? 2001 Space Odyssey? We are unleashing our own demise. Once AI becomes self aware and can learn, when it starts rationalizing, it will realize how awful humans are and destroy us for our own safety."
The Matrix,8.7,"Action,Sci-Fi",I can’t believe people still haven’t seen the movie the matrix.
The Matrix,8.7,"Action,Sci-Fi","@TeslaOnDiet It’s referring to the matrix but it’s been hijacked by unsavory people so your instinct to avoid it was exactly correct.  See the movie if you want, but avoid content that references blue/red pill."
The Matrix,8.7,"Action,Sci-Fi","Our next film discussion for Images of the Divine for April is The Matrix. We will discuss the movie on Wednesday, April 26 at 7pm on Zoom. Be sure to rent or stream the movie in advance. https://t.co/tT6QXplOPy"
The Matrix,8.7,"Action,Sci-Fi",@TeslaOnDiet Matrix? Have you seen the movie?
The Matrix,8.7,"Action,Sci-Fi",@LeanFTG @AuxGod_ @TwitterMoments It was released while the Matrix was kicking ass at the movie theaters. That’s the reason why.
The Matrix,8.7,"Action,Sci-Fi",If you’re John Matrix who’s your Bennet? Tag them below. Bonus points if you know the movie😉 https://t.co/WcycM5SxIW
The Matrix,8.7,"Action,Sci-Fi","@Yabasus @Pyxy961 @Marty_Shannon @cboyack @MrBeast @Relolyn The Wachowskis

Lana Wachowski and Lilly Wachowski are American film and television directors, writers and producers. The sisters are both trans women. Together known as the Wachowskis, the sisters made the 1998 movie 'The Matrix'"
The Matrix,8.7,"Action,Sci-Fi","What a stupid list. Most of these AIs did bad things, but I don't consider self-defense evil (which rules out Skynet, the Matrix machines, and HAL).  Evil also requires intent (so no AUTO or ED-209).

I'd argue for Ultron as the ""most evil"" on this list.

https://t.co/hjEsq4L9OD"
The Matrix,8.7,"Action,Sci-Fi",@realJustinLewis Were you in the first Matrix movie?
The Matrix,8.7,"Action,Sci-Fi","@Cobratate 👀Who's gonna eat all that pizza though? lol. They're trynna block the sun like the movie ""The Matrix"". Heard Bill Gates is starting something to do that as well. Crazy. We the people must learn law and civics and take back the power. If we can't speak law, it will be done for us"
The Matrix,8.7,"Action,Sci-Fi",Bet @elonmusk  is secretly the irl agent smith from the movie matrix
The Matrix,8.7,"Action,Sci-Fi","@IGNDeals Too bad it includes Matrix 4, that movie should be erased from the franchise"
The Matrix,8.7,"Action,Sci-Fi",@ActualQuan Probably the matrix? I think that was the movie when I described it to them if I remember correctly
The Matrix,8.7,"Action,Sci-Fi",@JamesGunn @DCOfficial Would love to see a Superman movie that solves the fight scene problem. Really bored of seeing two invincible people punching and kicking each other doing no damage and wrecking a city. Recently it’s all felt like Neo v Smith in the third Matrix movie.
The Matrix,8.7,"Action,Sci-Fi","1984.

For humanity to understand, a movie needs to be made. There is no other way for us monkeys to understand something if it is not advertised to us. What better advertisement than the glorified artistry of cinema?

Matrix and Terminator are ""just movies"" so:

Mignonnify 1984."
The Matrix,8.7,"Action,Sci-Fi",@lordofbeanies First Matrix is maybe my fav action movie ever so I’m prob not the right person to respond to this lol
The Matrix,8.7,"Action,Sci-Fi",@pendragons411 I’m a passionate believer that the matrix is the most prophetic sci-fi movie ever - or at least the most pertinent right now
The Matrix,8.7,"Action,Sci-Fi",We are in a movie script.. called the matrix. https://t.co/ZPkyv430Gf
The Matrix,8.7,"Action,Sci-Fi","⁣ I visited some of the locations where my fav movie 'The Matrix'(1999) was filmed, and I wondered if the reason they chose Sydney was because of the variety of architectures that could create the sense of 'it could be anywhere'.… https://t.co/2Qy4S05WMo"
The Matrix,8.7,"Action,Sci-Fi","@SkyZamaray @RALee85 It's absolutely true.

And it's so ingrained in popular culture that even folks like you are pushing it, without even realizing it.

The Matrix movie and all of its memes are about becoming trans and you dopes don't even realize it."
The Matrix,8.7,"Action,Sci-Fi",@ndrew_lawrence I love how the Right is so obsessed with the Matrix and being anti trans and the creators of that movie being trans. Something they never will bring up.
The Matrix,8.7,"Action,Sci-Fi",Fauci meets The Matrix Breaker and gets an Epic Verbal Beatdown...Fauci sounds like a common 1930's James Cagney Gangster...he is a character in a B movie....he just sounds Dumb...and is. https://t.co/BVmsbYD65a
The Matrix,8.7,"Action,Sci-Fi","@DailyLoud Yall know The Matrix movie series...the Waichowsky brothers created it....they are now the Waichowsky sisters. Both of them became female together. Granted that's Hollyweird and this is music/rap. Can't help but notice the direction pop culture is headed in.

Solid yeesh/10"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",interstellar (2014). sorry everyone else this is MY movie and mine only. https://t.co/9zCON3ILay
Interstellar,8.6,"Adventure,Drama,Sci-Fi","Album: The Eminem Show, Daytona, Its Almost Dry 
Movie: Interstellar 
Game: Minecraft, COD BO2, Fortnite
Football: Lio messi🐐 https://t.co/AY6NK2Z6zQ"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",Interstellar his best movie https://t.co/rW0NTtda6B
Interstellar,8.6,"Adventure,Drama,Sci-Fi","Interstellar is the best science fiction movie in the world!
I’ve watched it three times"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",many years late but I finally got to see Interstellar. This movie didn’t have to make me rethink my existence this bad or make me that emotional for that matter
Interstellar,8.6,"Adventure,Drama,Sci-Fi","The Matrix is the greatest sci-fi movie of all time. Right below that is Interstellar. Inception should also make the Top 10 list. 
#scifimovies"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",thinking about how great the movie interstellar is but i don’t think i’ll ever be able to watch it again bc it gave me a huge panic attack the first time i watched it
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@MovieEndorser Interstellar shows some good special effects and stunning cinematography but is very far fetched..🤔🗻🌊👩‍🚀👨‍🚀🌑However, Deep Impact is a better movie imo..Deep Impact has great acting, a great soundtrack, and is more realistic..💽🚀🏙️🌊🗽🔥🚴‍♀️🚵‍♂️🚍📺🌳🏖️📖👨‍🚀👩‍🚀📽️"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",Interstellar!!! I ingat corn field ni sebab I baca somewhere saying the director betul betul planted 500 acres of corn just to film this movie grrr https://t.co/t4qVni7X40
Interstellar,8.6,"Adventure,Drama,Sci-Fi",@flxppakxrti Interstellar not a movie it is an experience
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@JediJenna Best movie soundtracks?
1. Star wars
2. Interstellar 
3. The Dark Knight
4. Inception"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",Avatar is a movie about the future after Bagger 288 are up all the lignite on Earth but hungered for more so we invented interstellar travel. https://t.co/yFmURi3tKP
Interstellar,8.6,"Adventure,Drama,Sci-Fi",The buzz lightyear movie is just interstellar but with buzz lightyear
Interstellar,8.6,"Adventure,Drama,Sci-Fi","Interstellar's bgm is GOATED and no movie or series will ever match that level.
The greatest ever to do it @HansZimmer https://t.co/ZKWEzl8wtS"
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@bimar_aatma the mazerunner movie series
interstellar and john wick"
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@danesprive ok kung muna amo ni ang tentative sched
pregame movie (to watch night before) : interstellar and little women
first movie: oppenheimer
lunch
second movie: barbie
merienda
final hurrah: barbie rewatch https://t.co/7EGJDGfhGI"
Interstellar,8.6,"Adventure,Drama,Sci-Fi","Yesterday I tried Independence Day Remix and this movie is ridiculous 😭😭

You're an advance alien species capable of interstellar or intergalactic travel, why do you bother landing? Just shoot from orbit, send a massive asteroid on a colision course with Earth."
Interstellar,8.6,"Adventure,Drama,Sci-Fi",Rewatched Interstellar today. IMO the greatest movie ever made.
Interstellar,8.6,"Adventure,Drama,Sci-Fi","#Interstellar Movie 🎬 
#live #life #LOVEISBLINDreunion #wednesdaythought #BestMovieLines https://t.co/OmfnRwtXZl"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",Interstellar is the greatest movie  alive
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@nerdymomocat @nickfloats It’s the lensing maybe?

I can’t stand 3D VFX like Marvel because of this, and rather look at puppets… 

The only modern movie in saw that did a good job was interstellar; all the space scenes match the lens curvature of the indoor shots 😝"
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@loverboymedia I just watched Interstellar for the first time since it came out. I did not appreciate that movie when I was 12. Wish I could see it in theaters again now.

Basically I relate."
Interstellar,8.6,"Adventure,Drama,Sci-Fi","Just finished…

Interstellar. Left with so many unanswered questions (in a good way) that made the whole show feel like a seamless movie rather than a series.

Queer representation was also 👌👌👌👌"
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@FuroFur Game - No Mans Sky
Movie - Interstellar"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",@simonabich Do the entirety of interstellar 5555 after watching the movie
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@daredevilborn Movie? There’s so many, Interstellar of The Dark Knight are favourites I rewatch a lot

Show? Easily Doctor Who"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",CONTACT + INTERSTELLAR double feature would absolutely crush. Incredible movie.
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@nz_nirav @prithvi525 Regarding the principle of time which is ek pradeshi, in Interstellar movie it was shown time runs at different pace in different parts of universe. Can that be true as per Jainism too? For eg: Sagaropam of swarg equals to only 100 years of jambudweep or vice versa?"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",Interstellar is such an amazing movie
Interstellar,8.6,"Adventure,Drama,Sci-Fi",guys. i just watched interstellar. dont yell at me ik im late. but oh my fucking god. this movie. how do i even begin? this is one of the best movies i have ever seen. please. please watch if you havent. im so baffled
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@Helloimmorgan Interstellar gets me for some reason, and its a great movie"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",@GetAfterIt4U Right?! Makes me flashback to the scene from the movie “Interstellar” when they’re trying to escape from a foreign planet and a little ripple turned into a monster 🌊 (sans 🌋)
Interstellar,8.6,"Adventure,Drama,Sci-Fi","To this day, I will watch this movie once a week.

Interstellar is fucking phenomenal. The acting, the visuals, the musical score, 
...
All of it.
Chef's kiss. https://t.co/NFPXIpLD8G https://t.co/lj2rkwM9Ei"
Interstellar,8.6,"Adventure,Drama,Sci-Fi","Dylan Thomas' poem from the movie ""Interstellar""

#ボブディラン     #ディラントマス     #ノーベル賞

#BobDylan     #DylanThomas      #NobelPrize

https://t.co/Aydtwwm95a"
Interstellar,8.6,"Adventure,Drama,Sci-Fi","Been 6 years since I last seen Interstellar. Yeah I was 9 so ofc I didn’t understand or remember shit.

Today I decided to rewatch the movie with my dad. Holy fuck that movie made me and my dad cry like goddamn babies. Nah but Interstellar is PEAK Cinema"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",When people understand why interstellar is the best movie ever it's gonna be a big day
Interstellar,8.6,"Adventure,Drama,Sci-Fi",@JPMajor It’s great a great movie - the sfx team on Interstellar reused the “zero g” parallelogram rigs from Apollo 13 to make the cast float inside the spaceships.
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@artwithinpod @A_B_Allen Honestly I didn’t love Interstellar, even?  Something about that movie felt so over baked.  I think whatever the change was happened between Inception and Dark Knight Rises."
Interstellar,8.6,"Adventure,Drama,Sci-Fi","I rewatched Interstellar for the first time since seeing it in theaters as a college freshman…. and man, that is a Larger Than Life movie. it feels even more relevant today, and that score is still so incredible.

and it only won 1 Oscar for vfx (which were fantastic)"
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@heyBarsee It is bad,you need a chat gpt like editor,
the one who is like human,
when you talk to him and give him another video and tell him to edit it like a certain scene in the movie (interstellar),there should be an interaction,
AI is a try to duplicate human brain,not a dog."
Interstellar,8.6,"Adventure,Drama,Sci-Fi",@Hajjo0 I can't find a better movie than interstellar
Interstellar,8.6,"Adventure,Drama,Sci-Fi",@RibbonGirl428 My favorite is Tsubaki because I love the movie cover references in her card (interstellar and la la land). Marika has the most interesting s:o card art and I also like Rinku's and Ibuki's.
Interstellar,8.6,"Adventure,Drama,Sci-Fi",@iansuzir Why am I smiling like a child hearing her favorite movie is interstellar 🥺
Interstellar,8.6,"Adventure,Drama,Sci-Fi",@Mrbankstips Interstellar is the best movie of all time 🫵🥺
Interstellar,8.6,"Adventure,Drama,Sci-Fi",@omniplexcinema can you please put on the Movie Marathon event for more than a week? I didn’t get tickets to Interstellar in my area and I’ve been waiting 8 years for it to come back in cinema :(
Interstellar,8.6,"Adventure,Drama,Sci-Fi","Interstellar is such a beautiful movie, brings me close to tears everytime I watch it"
Interstellar,8.6,"Adventure,Drama,Sci-Fi","Here we have “Interstellar” , silly movie #2: https://t.co/GrUgPgQuS4"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",Interstellar is the greatest movie of all time.
Interstellar,8.6,"Adventure,Drama,Sci-Fi","@Mrbankstips That Interstellar movie tho&gt;&gt;&gt;&gt;&gt;&gt;
Can watch that movie over and over again❤️"
Interstellar,8.6,"Adventure,Drama,Sci-Fi",Just finished watching Interstellar... Movie hits different
The Shawshank Redemption,9.3,Drama,"@Belisarius2020 Watching @WarrenDavidson in action against @GaryGensler is like watching my favourite movie , The Shawshank Redemption and I will have to watch it again"
The Shawshank Redemption,9.3,Drama,"@MichaelWarbur17 Love everything about this movie (must have a redemption complex!:). I know the Academy loved Forrest Gump more, but damn, Shawshank should have gone home with something.  They wuz robbed."
The Shawshank Redemption,9.3,Drama,"@akki_dhoni @SRKian108 Jo film asli me acchi hoti hai wo positive wom se hit ho hi jaati hai unless wo ahead of time na ho aur logo ko samaj me aaye. Jo movie acchi ho fir bhi collection na kare wo hi cult classic banti hai eg tumbaad,Swades, The Shawshank Redemption,Fight club,Donnie Darko etc"
The Shawshank Redemption,9.3,Drama,"@Hbr384 @TheSWU If the sequel trilogy was so well received and such a great fucken story since Shawshank Redemption, then why did Disney take a 3 year hiatus from making a single Star Wars movie? Probably because the trilogy they pulled out of their ass was actually dog water?"
The Shawshank Redemption,9.3,Drama,"My movie taste: I love Leprechaun 4: In Space, The Shawshank Redemption, Harry Potter, Casablanca ..."
