movie_name,rating,genres,tweet,preprocessed_tweets
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@JediJenna Best movie soundtracks?
1. Star wars
2. Interstellar 
3. The Dark Knight
4. Inception","['best', 'movie', 'soundtracks', '?', '1.', 'star', 'war', '2', '.', '3', '.', '4', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",Watching Inception and Elliot Page was so damn nosy in this movie shsjdjdjdjdj,"['watch', 'elliot', 'page', 'damn', 'nosy', 'movie', 'shsjdjdjdjdj']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@TessasTeaTime Inception I meant oops, a movie about invading dreams to manipulate them","['mean', 'oops', ',', 'movie', 'invade', 'dream', 'manipulate']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","🃏 

How to explain the movie Inception to a programmer? When you run a VM inside another VM, inside another VM ... everything runs real slow!","['explain', 'movie', 'programmer', '?', 'run', 'vm', 'inside', 'another', 'vm', ',', 'inside', 'another', 'vm', '...', 'everything', 'run', 'real', 'slow', '!']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@UmarBzv Looks like a scene from the movie ‘Inception’.,"['look', 'like', 'scene', 'movie', '‘', '’', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",mkay inception is my new favorite movie,"['mkay', 'new', 'favorite', 'movie']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",THE MOVIE 'INCEPTION' (2010) CONTAINS 'SO MUCH' TRUTH https://t.co/RoflDoOhjY,"['movie', '``', '(', '2010', ')', 'contain', ""'so"", 'much', ""'"", 'truth']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",Nahhh inception is the craziest movie I’ve ever seen,"['nahhh', 'craziest', 'movie', '’', 'ever', 'see']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",The movie Inception with makes me think that's how drastic psychosis works when you're smoking too much weed without breaks. If it was me i would choose death as soon as i realized his deceased wife be controlling him even in his dreams. my ex would run my mental to the ground😭,"['movie', 'make', 'think', ""'s"", 'drastic', 'psychosis', 'work', ""'re"", 'smoke', 'much', 'weed', 'without', 'break', '.', 'would', 'choose', 'death', 'soon', 'realize', 'decease', 'wife', 'control', 'even', 'dream', '.', 'ex', 'would', 'run', 'mental', 'grind']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",Bot ... Heera is the plot.. Make a movie like inception... With the same cast.... Imagine,"['bot', '...', 'heera', 'plot', '..', 'make', 'movie', 'like', '...', 'cast', '....', 'imagine']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",What in the inception even is this movie 😂  😂 dahell,"['even', 'movie', 'dahell']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","Some serious @4AcesGC_ Inception Movie Vibes here.  Making the dream a reality!  
#LIVGolf #Adelaide https://t.co/1Qrlao7z6M https://t.co/ufJvsD9VDX","['serious', 'movie', 'vibes', '.', 'make', 'dream', 'reality', '!', 'livgolf', 'adelaide']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","#DidYouKnow - The movie ""Inception"" was inspired by director #ChristopherNolan's own experiences with lucid dreaming. 

@thechitrayana #facts #movies #cinephiles #movielovers #moviefreak #OTT #Hollywood #classic https://t.co/0LYGyVrDiS","['didyouknow', '-', 'movie', '``', ""''"", 'inspire', 'director', 'christophernolan', ""'s"", 'experience', 'lucid', 'dream', '.', 'facts', 'movies', 'cinephiles', 'movielovers', 'moviefreak', 'ott', 'hollywood', 'classic']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@WickedWalnut You’ll be laughing all the way to dreamland! When I did it for the first time, it was like the movie inception, I had a dream within a dream, within a dream ( so lucid, and I was aware that I was dreaming).","['’', 'laugh', 'way', 'dreamland', '!', 'first', 'time', ',', 'like', 'movie', ',', 'dream', 'within', 'dream', ',', 'within', 'dream', '(', 'lucid', ',', 'aware', 'dream', ')', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",Currently jogging thru light wind while playing black Seminole. Feeling: euphoric. The wind is blowing sideways so it’s colder on my legs than up top and it feels like what the movie inception looks like. Shoulda brought my inhaler. I can’t breathe.,"['currently', 'jog', 'thru', 'light', 'wind', 'play', 'black', 'seminole', '.', 'feel', ':', 'euphoric', '.', 'wind', 'blow', 'sideways', '’', 'colder', 'legs', 'top', 'feel', 'like', 'movie', 'look', 'like', '.', 'shoulda', 'bring', 'inhaler', '.', '’', 'breathe', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@bank_nino Inception was too long fell asleep during movie everytime,"['long', 'fell', 'asleep', 'movie', 'everytime']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@greygirl007 @VincentCrypt46 It's like the npc's in the movie Inception or the Agent Smiths in The Matrix. https://t.co/Smk8uxM57w,"[""'s"", 'like', 'npc', ""'s"", 'movie', 'agent', 'smiths', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","cats cus cats 😻
callisia repens, also called pink panthers 🩷 unalived the first one, 2nd attempt 🤞
blue is a name, a color, a mood, the ocean and the sky 💙  (loved this color since i was young)
movie - inception / show - gravity falls
i can put them on in the background + https://t.co/g1bgf633Re https://t.co/fiByopVe7e","['cat', 'cus', 'cat', 'callisia', 'repens', ',', 'also', 'call', 'pink', 'panthers', 'unalived', 'first', 'one', ',', '2nd', 'attempt', 'blue', 'name', ',', 'color', ',', 'mood', ',', 'ocean', 'sky', '(', 'love', 'color', 'since', 'young', ')', 'movie', '-', '/', 'show', '-', 'gravity', 'fall', 'put', 'background', '+']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@A_B_Allen This is also why I think Inception still stands strong. The concepts and spectacle are still great, but Leonardo Dicaprio and Cillian Murphy's characters are still the heart of the movie that make it work and all the side characters have quirks that make them fun and memorable.","['also', 'think', 'still', 'stand', 'strong', '.', 'concepts', 'spectacle', 'still', 'great', ',', 'leonardo', 'dicaprio', 'cillian', 'murphy', ""'s"", 'character', 'still', 'heart', 'movie', 'make', 'work', 'side', 'character', 'quirk', 'make', 'fun', 'memorable', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",inception is a top 3 movie all time just watched it got me rethinkin me life,"['top', '3', 'movie', 'time', 'watch', 'get', 'rethinkin', 'life']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@artwithinpod @A_B_Allen Honestly I didn’t love Interstellar, even?  Something about that movie felt so over baked.  I think whatever the change was happened between Inception and Dark Knight Rises.","['honestly', '’', 'love', ',', 'even', '?', 'something', 'movie', 'felt', 'bake', '.', 'think', 'whatever', 'change', 'happen', 'dark', 'knight', 'rise', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",TLM race played no role in the movie and is about a mystical creature. Lilo n stitch and a great opportunity for Polynesian representation. White ppl been race swapping since the inception of film just trynna justify doing it AGAIN https://t.co/QPpJlhVKoi,"['tlm', 'race', 'play', 'role', 'movie', 'mystical', 'creature', '.', 'lilo', 'n', 'stitch', 'great', 'opportunity', 'polynesian', 'representation', '.', 'white', 'ppl', 'race', 'swap', 'since', 'film', 'trynna', 'justify']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","I’ll never understand the matrix movies or the movie inception, so I just call them gay and that’s even more powerful than understanding those movies","['’', 'never', 'understand', 'movies', 'movie', ',', 'call', 'gay', '’', 'even', 'powerful', 'understand', 'movies']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",I was basically in a dream within a dream.. just like the movie inception 😮,"['basically', 'dream', 'within', 'dream', '..', 'like', 'movie']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",Inception a long ass movie,"['long', 'ass', 'movie']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@israel_obasola Only God knows what runs in Christopher Nolan's mind. He's a brilliant person and just has fun with his brilliance... I settled for 'feeling &amp; enjoying' rather than 'understanding' the movie.

Inception &amp; memento are equally mind blowing...","['god', 'know', 'run', 'christopher', 'nolan', ""'s"", 'mind', '.', ""'s"", 'brilliant', 'person', 'fun', 'brilliance', '...', 'settle', ""'feeling"", '&', 'amp', ';', 'enjoy', ""'"", 'rather', ""'understanding"", ""'"", 'movie', '.', '&', 'amp', ';', 'memento', 'equally', 'mind', 'blow', '...']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@MegumiBandicot @StarStormHere You should’ve gone with a movie that’s way more serious and melodramatic like Lord of the Rings or Inception.,"['’', 'go', 'movie', '’', 'way', 'serious', 'melodramatic', 'like', 'lord', 'ring', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@DiscussingFilm This movie almost reminds me of Inception but with guy with Sith like powers,"['movie', 'almost', 'remind', 'guy', 'sith', 'like', 'power']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",Seriously guys I can't recommend enough this movie and the soundtrack was done by Hanz Zimmerman. He did the soundtrack for Inception.,"['seriously', 'guy', 'ca', ""n't"", 'recommend', 'enough', 'movie', 'soundtrack', 'do', 'hanz', 'zimmerman', '.', 'soundtrack', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@chrismcquarrie @Lornebalfe I have nearly 200 movie soundtracks in my collection. (I created playlists according to mood and I use them to set mood and tone while I write.). No BS here — Fallout score is probably my favorite of the last 13 years.  Inception before that.,"['nearly', '200', 'movie', 'soundtracks', 'collection', '.', '(', 'create', 'playlists', 'accord', 'mood', 'use', 'set', 'mood', 'tone', 'write.', ')', '.', 'bs', '—', 'fallout', 'score', 'probably', 'favorite', 'last', '13', 'years', '.', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@beep2804 @hudawrites_ The kind of approval Fischer was looking for in the movie Inception.,"['kind', 'approval', 'fischer', 'look', 'movie', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@r1t1ka It's not a comfort movie. But the music is very soothing and its the only movie I've watched multiple times - Inception. 😂,"[""'s"", 'comfort', 'movie', '.', 'music', 'soothe', 'movie', ""'ve"", 'watch', 'multiple', 'time', '-', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@FabioBYU Church indoctrination according to the rules of the movie Inception.,"['church', 'indoctrination', 'accord', 'rule', 'movie', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","Cheryl's Top Resources from her 2nd year at PoD!

Exit Strategy(short film); Present Shock: When Everything Happens Now(book); Inception(movie); Time Perception &amp; Entrainment by Dopamine (Huberman Lab | podcast); Time Is Way Weirder Than You Think(Dean Buonomano | podcast) https://t.co/0OR4Qwr4S1","['cheryl', ""'s"", 'top', 'resources', '2nd', 'year', 'pod', '!', 'exit', 'strategy', '(', 'short', 'film', ')', ';', 'present', 'shock', ':', 'everything', 'happen', '(', 'book', ')', ';', '(', 'movie', ')', ';', 'time', 'perception', '&', 'amp', ';', 'entrainment', 'dopamine', '(', 'huberman', 'lab', '|', 'podcast', ')', ';', 'time', 'way', 'weirder', 'think', '(', 'dean', 'buonomano', '|', 'podcast', ')']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@simver10 This is the last scene of the Inception movie.,"['last', 'scene', 'movie', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@Gibboanxious Ah no that’s a disappointing list really …no Hitchcock or Lean and the wrong Nolan movie…strong cases to be made for psycho, rear window , Gandhi , bridge over river Kwai , inception and Dunkirk …","['ah', '’', 'disappoint', 'list', 'really', '…no', 'hitchcock', 'lean', 'wrong', 'nolan', 'movie…strong', 'case', 'make', 'psycho', ',', 'rear', 'window', ',', 'gandhi', ',', 'bridge', 'river', 'kwai', ',', 'dunkirk', '…']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@HardDriveMag Well, considering Western audiences managed to understand Inception and Interstellar, I'm sure they'll be able to follow the plot of a Mario movie sequel.","['well', ',', 'consider', 'western', 'audiences', 'manage', 'understand', ',', ""'m"", 'sure', ""'ll"", 'able', 'follow', 'plot', 'mario', 'movie', 'sequel', '.']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",just rewatched inception and my one take from that movie is arthur and eames are in love,"['rewatched', 'one', 'take', 'movie', 'arthur', 'eames', 'love']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller","@__steele @nathangloverAUS Nice, exactly what I was looking for to  update Inception movie script but for the cloud","['nice', ',', 'exactly', 'look', 'update', 'movie', 'script', 'cloud']"
Inception,8.8,"Action,Adventure,Sci-Fi,Thriller",@OdsRasheed @BradleyCarl256 @XNanto @KaineticEric @Movie_addictt_ @cinemaUGApp @karmajulio1 @MrTenderi Inception🤣,[]
The Matrix,8.7,"Action,Sci-Fi",@GoldBlooded79 The Matrix as a stand alone movie. JW as a franchise,"['stand', 'alone', 'movie', '.', 'jw', 'franchise']"
The Matrix,8.7,"Action,Sci-Fi","The best movie *BY FAR* is ""The Matrix,"" while the best overall franchise is John Wick.

""The Matrix"" should've been left as a standalone work. https://t.co/Pu0KqA9dSO","['best', 'movie', '*', 'far', '*', '``', ',', ""''"", 'best', 'overall', 'franchise', 'john', 'wick.', ""''"", ""''"", ""'ve"", 'leave', 'standalone', 'work', '.']"
The Matrix,8.7,"Action,Sci-Fi",@GoldBlooded79 The Matrix (1st movie) is better than the whole John Wick franchise.,"['(', '1st', 'movie', ')', 'better', 'whole', 'john', 'wick', 'franchise', '.']"
The Matrix,8.7,"Action,Sci-Fi","@GoldBlooded79 Matrix is the best movie, but I hated the sequels. John Wick has the best sequels. 🤷🏼‍♀️","['matrix', 'best', 'movie', ',', 'hat', 'sequels', '.', 'john', 'wick', 'best', 'sequels', '.', '\u200d♀️']"
The Matrix,8.7,"Action,Sci-Fi","Blazing Saddles is trending.  I had that movie on VHS.

It was the very first movie (along with The Matrix) that I bought when I got a DVD player for Christmas.

It then became the first Blu-ray I bought.

THEN it became my first purchase on iTunes.

It's always on my iPad Pro.","['blaze', 'saddle', 'trend', '.', 'movie', 'vhs', '.', 'first', 'movie', '(', 'along', ')', 'buy', 'get', 'dvd', 'player', 'christmas', '.', 'become', 'first', 'blu-ray', 'buy', '.', 'become', 'first', 'purchase', 'itunes', '.', ""'s"", 'always', 'ipad', 'pro', '.']"
The Matrix,8.7,"Action,Sci-Fi","@GoldBlooded79 I think the first Matrix movie was good. The other 2 not so much. Don't even wanna watch the 4th.

So I'm definitely going with John Wick. Loved the first 3 and will watch 4 soon, and 5 when it comes out.","['think', 'first', 'matrix', 'movie', 'good', '.', '2', 'much', '.', ""n't"", 'even', 'wan', 'na', 'watch', '4th', '.', ""'m"", 'definitely', 'go', 'john', 'wick', '.', 'love', 'first', '3', 'watch', '4', 'soon', ',', '5', 'come', '.']"
The Matrix,8.7,"Action,Sci-Fi","@DrPopCultureBG Matrix of Leadership from ""Transformers: The Movie"", Broadcast Energy Transmitter from ""GI Joe: The Movie"", ATAC from ""For Your Eyes Only"".","['matrix', 'leadership', '``', ':', 'movie', ""''"", ',', 'broadcast', 'energy', 'transmitter', '``', 'gi', 'joe', ':', 'movie', ""''"", ',', 'atac', '``', 'eye', ""''"", '.']"
The Matrix,8.7,"Action,Sci-Fi","""the movie the matrix featuring cats""
https://t.co/133jYpkaL2 https://t.co/1WtOhJy5vy","['``', 'movie', 'feature', 'cat', ""''""]"
The Matrix,8.7,"Action,Sci-Fi",@GoldBlooded79 The Matrix was the best movie. John Wick is the best franchise.,"['best', 'movie', '.', 'john', 'wick', 'best', 'franchise', '.']"
The Matrix,8.7,"Action,Sci-Fi","Equilibrium was a much better movie than the matrix and it came out the same year. Fuck you all, Christian Bale is great in that.","['equilibrium', 'much', 'better', 'movie', 'come', 'year', '.', 'fuck', ',', 'christian', 'bale', 'great', '.']"
The Matrix,8.7,"Action,Sci-Fi","John Wick

In all seriousness The Matrix franchise only has ONE great movie 🤷🏾‍♂️ https://t.co/7GYeqlkxlN","['john', 'wick', 'seriousness', 'franchise', 'one', 'great', 'movie', '\u200d♂️']"
The Matrix,8.7,"Action,Sci-Fi",@mrbillding @DailyLoud The matrix was always meant as an allegory for being transgender. Sorry youre favourite movie is about trans people 🤷,"['always', 'mean', 'allegory', 'transgender', '.', 'sorry', 'youre', 'favourite', 'movie', 'trans', 'people']"
The Matrix,8.7,"Action,Sci-Fi","@TruthHunter1234 @WallStreetSilv @deNutrients It's a bit overdone at this point, based on all the memes floatin around but refer to the movie the Matrix; a lot of people aren't ready to be unplugged and some are so deep into the system they don't know life without it.","[""'s"", 'bite', 'overdo', 'point', ',', 'base', 'memes', 'floatin', 'around', 'refer', 'movie', ';', 'lot', 'people', ""n't"", 'ready', 'unplug', 'deep', 'system', ""n't"", 'know', 'life', 'without', '.']"
The Matrix,8.7,"Action,Sci-Fi",I realized my first memory of seeing a movie was probably The Matrix.,"['realize', 'first', 'memory', 'see', 'movie', 'probably', '.']"
The Matrix,8.7,"Action,Sci-Fi","@GoldBlooded79 There’s 4 good John Wick movies, and only 1 good Matrix movie, though that one good Matrix movie is the best among the 8. Pretty simple, though. John Wick.","['’', '4', 'good', 'john', 'wick', 'movies', ',', '1', 'good', 'matrix', 'movie', ',', 'though', 'one', 'good', 'matrix', 'movie', 'best', 'among', '8.', 'pretty', 'simple', ',', 'though', '.', 'john', 'wick', '.']"
The Matrix,8.7,"Action,Sci-Fi","@Peebs_n_Jams @bigfatbot35 I’m G1? Not really. It’s a bit convoluted due to the divergence from David Wise’s script to Sunbow’s interpretation but, in War Dawn, both Orion Pax and Ariel are just rebuilt by Alpha Trion. There’s no mention of the matrix until the 86 movie. Elita and Optimus are the same.","['’', 'g1', '?', 'really', '.', '’', 'bite', 'convolute', 'due', 'divergence', 'david', 'wise', '’', 'script', 'sunbow', '’', 'interpretation', ',', 'war', 'dawn', ',', 'orion', 'pax', 'ariel', 'rebuild', 'alpha', 'trion', '.', '’', 'mention', '86', 'movie', '.', 'elita', 'optimus', '.']"
The Matrix,8.7,"Action,Sci-Fi",@MaxKriegerVG this was still the late 2000s so i wouldn't be surprised if the influence on the green matrix filter was still around. trying to add to the action movie/cinematic feel,"['still', 'late', '2000s', 'would', ""n't"", 'surprise', 'influence', 'green', 'matrix', 'filter', 'still', 'around', '.', 'try', 'add', 'action', 'movie/cinematic', 'feel']"
The Matrix,8.7,"Action,Sci-Fi",@GoldBlooded79 The Matrix is a better movie than John Wick. John Wick is a better franchise than The Matrix.,"['better', 'movie', 'john', 'wick', '.', 'john', 'wick', 'better', 'franchise', '.']"
The Matrix,8.7,"Action,Sci-Fi",@GoldBlooded79 Matrix is the movie of all but Wick is a better franchise. The later matrix films sucked.,"['matrix', 'movie', 'wick', 'better', 'franchise', '.', 'later', 'matrix', 'film', 'suck', '.']"
The Matrix,8.7,"Action,Sci-Fi","@GoldBlooded79 That’s a great question… The Matrix is my all time favorite movie but I wasn’t a fan of the sequels, but all of the John Wick sequels are as good as the original so I’d have to give Wick the best “franchise”.","['’', 'great', 'question…', 'time', 'favorite', 'movie', '’', 'fan', 'sequels', ',', 'john', 'wick', 'sequels', 'good', 'original', '’', 'give', 'wick', 'best', '“', 'franchise', '”', '.']"
The Matrix,8.7,"Action,Sci-Fi","Youth pastor vibes:
Hey kids! I just saw this movie ""The Matrix"" about how one man helps the world open their eyes and resist a world of darkness.   I know of another guy,  a friend of mine..","['youth', 'pastor', 'vibes', ':', 'hey', 'kid', '!', 'saw', 'movie', '``', ""''"", 'one', 'man', 'help', 'world', 'open', 'eye', 'resist', 'world', 'darkness', '.', 'know', 'another', 'guy', ',', 'friend', 'mine', '..']"
The Matrix,8.7,"Action,Sci-Fi","@GoldBlooded79 Best movie:
The Matrix. 

Best series:
John Wick.","['best', 'movie', ':', '.', 'best', 'series', ':', 'john', 'wick', '.']"
The Matrix,8.7,"Action,Sci-Fi","The Matrix is the greatest sci-fi movie of all time. Right below that is Interstellar. Inception should also make the Top 10 list. 
#scifimovies","['greatest', 'sci-fi', 'movie', 'time', '.', 'right', '.', 'also', 'make', 'top', '10', 'list', '.', 'scifimovies']"
The Matrix,8.7,"Action,Sci-Fi","""DON'T ALLOW THE PLAN TO DISTRACT YOU FROM THE MAIN OBJECTIVE: RETURN TO YOURSELF.""

""THE PLAN"" is a live action movie to help shake up the normies to wake up from THE MATRIX... If you are awakened, don't fall for it, it's all propaganda from the media. Not real!
A distraction! https://t.co/hBmk9mxo3J","['``', ""n't"", 'allow', 'plan', 'distract', 'main', 'objective', ':', 'return', '.', ""''"", '``', 'plan', ""''"", 'live', 'action', 'movie', 'help', 'shake', 'normies', 'wake', '...', 'awaken', ',', ""n't"", 'fall', ',', ""'s"", 'propaganda', 'media', '.', 'real', '!', 'distraction', '!']"
The Matrix,8.7,"Action,Sci-Fi","Black mask with jet li,hitman, the one with the crocodiles with dude from drum line in Africa,Deadpool both of em, Lego movie, all the rugrat movies,shrek, Austin powers, Harry Potter, the Colombus short movie when they stole the armored truck. Matrix https://t.co/pnKoool3PG","['black', 'mask', 'jet', 'li', ',', 'hitman', ',', 'one', 'crocodiles', 'dude', 'drum', 'line', 'africa', ',', 'deadpool', 'em', ',', 'lego', 'movie', ',', 'rugrat', 'movies', ',', 'shrek', ',', 'austin', 'power', ',', 'harry', 'potter', ',', 'colombus', 'short', 'movie', 'steal', 'armor', 'truck', '.', 'matrix']"
The Matrix,8.7,"Action,Sci-Fi",@TheNYSaint @cheesesnacker @VFDGoblin @mrbillding @DailyLoud @BuckAngel that is true and the story can definitely be retroactively applied to trans identity. that doesn’t mean the movie was about it tho. it’s a bit reductive to say the matrix is just a story about trans people. it’s about everyone. it impacts every piece of the postmodern world.,"['true', 'story', 'definitely', 'retroactively', 'apply', 'trans', 'identity', '.', '’', 'mean', 'movie', 'tho', '.', '’', 'bite', 'reductive', 'say', 'story', 'trans', 'people', '.', '’', 'everyone', '.', 'impact', 'every', 'piece', 'postmodern', 'world', '.']"
The Matrix,8.7,"Action,Sci-Fi","@RadioFreeTom Anyone see any futuristic post apocalyptic movie? Terminator? The Matrix? 2001 Space Odyssey? We are unleashing our own demise. Once AI becomes self aware and can learn, when it starts rationalizing, it will realize how awful humans are and destroy us for our own safety.","['anyone', 'see', 'futuristic', 'post', 'apocalyptic', 'movie', '?', 'terminator', '?', '?', '2001', 'space', 'odyssey', '?', 'unleash', 'demise', '.', 'ai', 'become', 'self', 'aware', 'learn', ',', 'start', 'rationalize', ',', 'realize', 'awful', 'humans', 'destroy', 'us', 'safety', '.']"
The Matrix,8.7,"Action,Sci-Fi",I can’t believe people still haven’t seen the movie the matrix.,"['’', 'believe', 'people', 'still', '’', 'see', 'movie', '.']"
The Matrix,8.7,"Action,Sci-Fi","@TeslaOnDiet It’s referring to the matrix but it’s been hijacked by unsavory people so your instinct to avoid it was exactly correct.  See the movie if you want, but avoid content that references blue/red pill.","['’', 'refer', '’', 'hijack', 'unsavory', 'people', 'instinct', 'avoid', 'exactly', 'correct', '.', 'see', 'movie', 'want', ',', 'avoid', 'content', 'reference', 'blue/red', 'pill', '.']"
The Matrix,8.7,"Action,Sci-Fi","Our next film discussion for Images of the Divine for April is The Matrix. We will discuss the movie on Wednesday, April 26 at 7pm on Zoom. Be sure to rent or stream the movie in advance. https://t.co/tT6QXplOPy","['next', 'film', 'discussion', 'image', 'divine', 'april', '.', 'discuss', 'movie', 'wednesday', ',', 'april', '26', '7pm', 'zoom', '.', 'sure', 'rent', 'stream', 'movie', 'advance', '.']"
The Matrix,8.7,"Action,Sci-Fi",@TeslaOnDiet Matrix? Have you seen the movie?,"['matrix', '?', 'see', 'movie', '?']"
The Matrix,8.7,"Action,Sci-Fi",@LeanFTG @AuxGod_ @TwitterMoments It was released while the Matrix was kicking ass at the movie theaters. That’s the reason why.,"['release', 'kick', 'ass', 'movie', 'theaters', '.', '’', 'reason', '.']"
